task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
11518	47-2141.00	Remove fixtures such as pictures, door knobs, lamps, or electric switch covers prior to painting.	manipulation	15.0	One instance = removing all fixtures in a typical room (8–12 items: switch covers, door knobs, picture hooks, lamps). A competent painter takes ~15 min.	18.0	Requires fine dexterity (small screws, varied fasteners), tool use (screwdrivers), and handling fragile/irregular items. Current humanoids struggle with diverse fastener types, awkward angles, and delicate fixtures reliably.
11591	47-4041.00	Remove asbestos or lead from surfaces, using hand or power tools such as scrapers, vacuums, or high-pressure sprayers.	manipulation	120.0	One instance = removing asbestos/lead from a single room or surface area (~100 sq ft). A certified abatement worker typically takes 1–3 hours including setup, scraping/spraying, and containment.	4.0	Requires hazmat PPE donning, navigating confined/cluttered spaces, applying variable force with scrapers/sprayers on irregular surfaces, and strict containment protocols. Current humanoids lack hazmat compliance, fine surface-tracking, and adaptive tool-force control for abatement work.
11660	49-2022.00	Assemble and install communication equipment such as data and telephone communication lines, wiring, switching equipment, wiring frames, power apparatus, computer systems, and networks.	assembly	240.0	One instance = a single communication equipment installation job (e.g., running data/telephone lines, mounting switching gear, and connecting a small network). A competent telecom technician typically takes 3–5 hours per site or job unit.	3.0	Requires routing cables through walls/conduits, crimping connectors, mounting rack equipment, and configuring networks — combining fine dexterity, unstructured environments, tool use (drills, crimpers, testers), and domain-specific judgment far beyond current humanoid capabilities.
11683	49-2022.00	Clean switches and replace contact points, using vacuum hoses, solvents, and hand tools.	inspection	30.0	One instance = cleaning and replacing contact points on a single switch assembly. A competent technician spends ~20–40 min accessing, vacuuming, applying solvent, and swapping contact points.	4.0	Requires precise fine dexterous manipulation (small contact points, hand tools, solvents), tool switching, and inspection judgment. Far beyond current humanoid dexterity and tool-use generalization; sub-5% probability.
11721	49-2092.00	Test battery charges, and replace or recharge batteries as necessary.	inspection	5.0	One instance = testing one battery and deciding to replace/recharge. Attaching a tester, reading the result, and swapping/recharging takes ~5 minutes for a competent worker.	12.0	Requires precise connector attachment, reading a multimeter/tester display, interpreting results, then conditionally replacing or recharging—multi-step tool use, fine dexterity with varied connectors, and conditional decision-making exceed current humanoid capabilities reliably.
11782	49-9012.00	Lubricate wearing surfaces of mechanical parts, using oils or other lubricants.	manipulation	8.0	One instance = lubricating a single component or set of wearing surfaces (e.g., a bearing, joint, or chain). A skilled technician locates, accesses, and applies lubricant in ~5–10 minutes.	25.0	Requires locating specific lubrication points, handling oil cans/grease guns, and applying precise amounts. Perception of small fittings, tool manipulation, and access in tight spaces challenge current humanoids significantly.
11795	49-9012.00	Trace and tag meters or house lines.	inspection	30.0	One instance = tracing and tagging one meter or house line. A competent utility worker typically takes 20–40 min to locate, trace the run, and apply a tag.	4.0	Requires navigating cluttered utility spaces, visually tracing wires/pipes across complex environments, reading labels, and applying physical tags. Current robots lack reliable wire-tracing perception, fine tagging dexterity, and generalization in unstructured utility settings.
11797	49-9012.00	Vary air pressure flowing into regulators and turn handles to assess functioning of valves and pistons.	inspection	10.0	One instance = testing one valve/piston unit: connecting air supply, varying pressure via regulator, turning handles, and observing response. A competent technician completes this in ~10 minutes.	8.0	Requires precise handle manipulation, pressure regulation via turn-knobs, and functional assessment/judgment. Current humanoids lack fine dexterity for valve handles, reliable tool-use for gauges, and the perceptual reasoning to assess piston/valve behavior under varying pressure.
11906	51-2021.00	Cut, strip, and bend wire leads at ends of coils, using pliers and wire scrapers.	manipulation	3.0	One instance = processing the wire leads on one coil (cut, strip, and bend both ends). A competent worker completes this in ~3 minutes using hand tools.	8.0	Requires precise fine dexterity: gripping thin wire leads, applying calibrated force with pliers/scrapers, bending to spec without damaging coil. Current humanoids lack the finger-level precision and force control needed reliably.
12056	51-4071.00	Tend machines that bond cope and drag together to form completed shell molds.	assembly	5.0	One instance = bonding one cope-and-drag pair into a completed shell mold. A competent foundry worker loads, aligns, activates the bonding machine, and unloads in ~5 minutes per mold.	25.0	Requires precise alignment of fragile shell mold halves, machine tending with industrial controls, and quality inspection. Perception of mold seam alignment and handling brittle parts without breakage challenge current humanoids; structured environment helps slightly.
12242	51-7032.00	Select lumber to be used for patterns.	inspection	15.0	One instance = selecting lumber pieces for a single pattern batch. A skilled worker visually inspects, grades, and picks suitable boards in ~15 minutes.	20.0	Requires nuanced visual/tactile judgment of grain, knots, warping, and moisture suitability. Current robots lack reliable fine-grained wood quality assessment and the expert selection logic needed for pattern-making standards.
12440	51-9032.00	Tighten pulleys or add abrasives to maintain cutting speeds.	assembly	10.0	One instance = adjusting one pulley or dressing/adding abrasive to one machine. A skilled operator diagnoses, adjusts, and verifies in ~10 minutes.	8.0	Requires diagnosing cutting speed deviation, applying precise torque to pulley tensioners, and handling abrasive materials — all demanding fine dexterity, force feedback, and domain-specific judgment beyond current humanoid robot capabilities.
12493	51-9061.00	Grade, classify, or sort products according to sizes, weights, colors, or other specifications.	inspection	1.5	One instance = grading/sorting one item (e.g., one piece of produce, one part). A competent worker handles ~30–60 items/hour depending on complexity.	52.0	Vision-based classification is mature; robots can sort by color, size, and weight with sensors. Challenges remain with irregular/deformable items, fine color gradients, and graceful handling to avoid damage.
12576	51-9141.00	Clean semiconductor wafers using cleaning equipment, such as chemical baths, automatic wafer cleaners, or blow-off wands.	manipulation	20.0	One instance = cleaning a batch of wafers through a full cleaning cycle (load, run chemical bath or auto-cleaner, dry/blow-off, unload). Typical cycle is 15–25 minutes for a competent technician.	8.0	Wafers are extremely fragile, thin, and require ultra-precise, contamination-free handling. Current humanoid robots lack the sub-millimeter dexterity, cleanroom compliance, and specialized tool-use needed to handle wafers safely and autonomously.
13352	45-2041.00	Place products in containers according to grade and mark grades on containers.	manipulation	3.0	One instance = sorting and placing a batch of products into graded containers and marking them. A competent worker handles this quickly, ~3 min per batch/container set.	20.0	Requires grading/inspection perception, sorting by grade, placing into correct containers, AND marking/labeling. Chained multi-step task with perception, dexterity (writing/labeling), and decision-making; current robots struggle with full autonomy across all steps.
13505	47-2081.00	Fit and fasten wallboard or drywall into position on wood or metal frameworks, using glue, nails, or screws.	assembly	45.0	One instance = installing one standard 4×8 ft drywall sheet: measuring/cutting, positioning, and fastening to framing. A competent drywaller takes ~30–60 min per sheet including layout.	4.0	Requires lifting and precisely positioning a large, heavy, fragile panel overhead or flush to framing, then fastening with screws — demanding bimanual coordination, whole-body force control, spatial reasoning in cluttered sites, and tool use. Far beyond current humanoid capability.
13607	47-3011.00	Move or position materials such as marble slabs, using cranes, hoists, or dollies.	heavy machinery	25.0	One instance = moving/positioning a single marble slab using equipment. Includes rigging, operating crane/hoist/dolly, and placing the slab; ~20–30 min for a skilled worker.	4.0	Requires operating specialized heavy equipment (cranes, hoists, dollies) that humanoid robots cannot drive or control. Rigging heavy, irregular stone slabs demands high-force dexterity and safety judgment far beyond 2026 frontier robots.
13654	47-4061.00	Observe leveling indicator arms to verify levelness and alignment of tracks.	inspection	3.0	One instance = checking leveling indicator arms along one track section. A competent worker visually observes and interprets indicators in ~2–4 minutes.	35.0	Requires visual perception of indicator arms and interpreting subtle alignment cues. Modern robots have decent vision but struggle with precise gauge reading, cluttered industrial environments, and reliably navigating track-side terrain.
13685	47-5023.00	Perform pumping tests to assess well performance.	inspection	240.0	One pumping test instance covers setup, active pumping (typically 1–4 hours), and initial data recording for a single well. ~240 min is a reasonable median.	3.0	Requires operating heavy pump equipment, connecting hoses/gauges, managing field instrumentation, and interpreting hydrogeological data outdoors on uneven terrain. Far beyond current humanoid robot capabilities in autonomy and tool-use complexity.
13708	47-5081.00	Clean and prepare sites for excavation or boring.	inspection	90.0	One instance = preparing a single excavation/boring site: clearing debris, marking boundaries, removing surface obstacles, and staging equipment. Typical crew completes this in ~60–120 min.	5.0	Requires outdoor rough terrain navigation, heavy debris removal, operating clearing equipment (shovels, skid steers), and contextual judgment about site hazards. Current humanoids lack equipment operation, outdoor terrain robustness, and heavy-lifting capacity needed.
13753	49-3041.00	Test and replace electrical components and wiring, using test meters, soldering equipment, and hand tools.	inspection	45.0	One instance = diagnosing, removing, and replacing a single faulty electrical component/wiring segment. A competent electrician/technician takes ~30–60 min including testing.	4.0	Requires fine dexterous tool use (multimeter probes, soldering iron, wire strippers), fault diagnosis reasoning, precise connector manipulation, and safe electrical handling. Far beyond current humanoid capability in unstructured settings.
13800	49-9031.00	Observe and test operation of appliances following installation, and make any initial installation adjustments that are necessary.	inspection	20.0	One instance = observing and test-running one newly installed appliance (e.g. washer, oven, HVAC unit) and making initial adjustments; typical technician takes ~15–25 min.	8.0	Requires interpreting appliance behavior, reading displays/error codes, making fine mechanical/electrical adjustments, and exercising trade judgment. Current robots lack the sensory interpretation, tool dexterity, and generalization needed for varied appliances and adjustment types.
13859	49-9092.00	Inspect and test docks, ships, buoyage systems, plant intakes or outflows, or underwater pipelines, cables, or sewers, using closed circuit television, still photography, and testing equipment.	inspection	180.0	One inspection instance covers a single structure/asset (e.g., one dock or pipeline segment). A competent commercial diver/inspector typically takes 2–4 hours including setup, survey, photography, and equipment pack-down.	8.0	Requires underwater mobility, waterproofing, CCTV/photography tool-use, navigation in turbid/unstructured aquatic environments, and multi-modal inspection across vastly different asset types. Current humanoid robots are not rated for underwater deployment; specialized underwater ROVs exist but are not general-purpose humanoids. Autonomous quality acceptable to a supervisor remains far out of reach.
13861	49-9092.00	Cut and weld steel, using underwater welding equipment, jigs, and supports.	manipulation	90.0	One instance = a single underwater cut-and-weld job on a steel structure. A certified diver-welder typically spends 60–120 min per joint/cut, including setup of jigs and supports.	1.0	Requires operating underwater in unstructured aquatic environments, handling high-voltage welding equipment, precise torch control, and positioning jigs — far beyond any current general-purpose humanoid robot's locomotion, perception, or dexterity in submerged conditions.
13981	51-2051.00	Mask off mold areas not to be laminated, using cellophane, wax paper, masking tape, or special sprays containing mold-release substances.	assembly	20.0	One instance = masking off a single mold. A competent worker inspects the mold, selects materials (tape, wax paper, spray), and applies masking carefully around boundaries; ~15–25 min typical.	8.0	Requires fine dexterity to apply tape/film precisely along irregular mold edges, interpret which zones to mask, and use spray cans. Current humanoids lack the precision, compliance sensing, and task understanding for acceptable masking quality.
14201	51-6064.00	Unwind lengths of yarn, thread, or twine from spools and wind onto bobbins.	manipulation	8.0	One instance = winding one bobbin from a spool. A competent worker threads, winds, and cuts in ~5–10 minutes depending on length and material.	8.0	Requires fine dexterity to thread filament onto a bobbin core, precise tension control throughout winding, and handling of flexible/slippery materials — all well beyond reliable 2026 humanoid capability.
14228	51-6093.00	Fit, install, and secure material on frames, using hand tools, power tools, glue, cement, or staples.	assembly	45.0	One instance = fitting and securing material on one frame. A skilled worker takes ~30–60 min depending on material type, frame size, and fastening method.	8.0	Requires multi-step dexterity: stretching/aligning flexible material, switching tools (staple gun, glue, cement), applying correct tension, and navigating varied frame geometries. Far beyond reliable autonomous robot capability in 2026.
14323	51-8093.00	Perform tests to check the qualities and grades of products, such as assessing levels of bottom sediment, water, and foreign materials in oil samples, using centrifugal testers.	inspection	20.0	One instance = testing a single oil sample via centrifugal tester: preparing the sample, loading it, running the centrifuge cycle (~10–15 min), and reading/recording results.	8.0	Requires fine dexterous manipulation (pipetting, handling glass tubes, precise loading into centrifuge), reading analog/digital lab instruments, and interpreting graded results — well beyond reliable autonomous robot capability in 2026.
14355	51-9031.00	Count or weigh and bundle items.	manipulation	5.0	One instance = counting/weighing and bundling a single batch of items (e.g., a stack of papers, a bundle of rebar, or a bag of produce). A competent worker completes this in ~5 minutes.	30.0	Robots can pick and place items, but reliably counting, weighing (requires tool integration), and then neatly bundling with bands/ties demands fine dexterity, tool use, and generalization across varied item types — currently error-prone.
14356	51-9031.00	Mark cutting lines around patterns or templates, or follow layout points, using squares, rules, and straightedges, and chalk, pencils, or scribes.	manipulation	15.0	One instance = marking a single pattern/template layout on material. A skilled worker positions the template, aligns guides, and scribes all cutting lines in ~10–20 min.	8.0	Requires precise fine-motor control to scribe accurate lines, spatial reasoning to align templates and follow layout points, and tool manipulation (chalk/pencil/scribe + straightedge). Current humanoids lack the sub-millimeter dexterity and coordinated bimanual precision this demands.
14357	51-9031.00	Unroll, lay out, attach, or mount materials or items on cutting tables or machines.	manipulation	8.0	One instance = unrolling/laying out one section of material on a cutting table or machine. A skilled worker typically takes 5–10 minutes depending on material size and alignment needs.	18.0	Handling large, flexible, or rolled materials (fabric, film, sheet goods) is highly challenging for robots — requires bimanual coordination, deformable-object manipulation, precise alignment, and tension control. Current humanoids lack reliable capability for this.
14550	53-5022.00	Perform general labor duties such as repairing booms.	manipulation	60.0	One instance = repairing a single boom (e.g., crane/agricultural/oil-containment). A competent laborer typically spends ~1 hour inspecting, disassembling, fixing, and reassembling.	5.0	Boom repair requires heavy tool use, varied fasteners, structural force application, and high situational judgment in unstructured outdoor/industrial environments. Current humanoids lack the strength, specialized tool dexterity, and task generalization needed.
14599	53-7071.00	Operate power-driven pumps that transfer liquids, semi-liquids, gases, or powdered materials.	heavy machinery	30.0	One instance = one pump operation cycle (setup, run, shutdown) for a single transfer job; ~30 min including pre-checks and monitoring.	5.0	Requires operating specialized industrial controls, reading gauges, adjusting valves, and responding to process feedback. Current humanoids lack robust tool-use for industrial valve/control interfaces, process-sensing integration, and fault response in unstructured plant environments.
16722	17-3029.08	Assemble or adjust parts or related electrical units of prototypes to prepare for testing.	assembly	45.0	One instance = assembling/adjusting one prototype unit. A competent technician typically spends 30–60 min on mechanical fit, electrical connections, and alignment checks before test-readiness.	8.0	Prototype assembly involves non-standardized, novel parts with tight tolerances, fine wiring/connector insertion, and judgment-based adjustments. Current humanoids lack the fine dexterity, adaptive reasoning, and tool-use precision this demands.
17017	25-2059.01	Provide adapted physical education services to students with intellectual disabilities, autism, traumatic brain injury, orthopedic impairments, or other disabling condition.	caregiving	45.0	One instance = a single adapted PE session for a student/small group. Typical sessions run 30–60 min including setup, instruction, adaptation, and wrap-up.	2.0	Requires dynamic social-emotional responsiveness, real-time behavioral/safety judgment, individualized instructional adaptation, and trust-building with vulnerable students — far beyond current robot autonomy, communication, or caregiving capability.
17188	29-1222.00	Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections.	inspection	45.0	One instance = full diagnostic workflow for one patient: collecting sample, running antibody assay (e.g., ELISA), interpreting results, and documenting findings. ~45 min total.	3.0	Requires clinical judgment, complex lab instrument operation, sample handling with sterile technique, and result interpretation. Far beyond current humanoid robot autonomy; highly regulated, safety-critical domain.
17469	29-9099.01	Assess birthing environments to ensure cleanliness, safety, and the availability of appropriate supplies.	inspection	25.0	One instance = inspecting a single birthing room/suite; a trained midwife/nurse checks cleanliness, safety hazards, and supply inventory, typically taking 20–30 minutes.	8.0	Requires clinical judgment, nuanced contamination detection, verifying sterile packaging integrity, and inventory of specialized medical supplies. Current robots lack medical-context perception, domain knowledge, and reliable fine-grained inspection to meet clinical standards.
17581	35-3023.01	Prepare or serve hot or cold beverages, such as coffee, espresso drinks, blended coffees, or teas.	food prep	4.0	One instance = preparing and serving a single beverage order (e.g., a latte or blended coffee). A skilled barista typically takes 2–6 minutes from order to hand-off.	8.0	Requires fine dexterity (tamping, steaming, pouring latte art), operating specialized espresso/blending equipment, handling hot liquids safely, and adapting to varied orders. Current humanoids lack reliable fine manipulation and tool-use for complex barista workflows.
17741	47-2231.00	Install active solar systems, including solar collectors, concentrators, pumps, or fans.	assembly	240.0	One instance = installing a typical residential active solar system (collectors, concentrators, pumps/fans, piping). A crew of 2 competent installers takes ~4–6 hours total; median ~4 hrs per system.	2.0	Requires rooftop mobility on uneven, sloped surfaces, heavy lifting, precise pipe/fitting connections, electrical wiring, and use of specialized tools. Far beyond current humanoid robots' outdoor locomotion, dexterity, and tool-use generalization limits.
17784	47-2152.04	Apply weather seal, such as pipe flashings and sealants, to roof penetrations and structural devices.	manipulation	45.0	One instance = sealing one roof penetration (e.g., pipe flashing + sealant bead). A competent roofer takes ~30–60 min including positioning, fitting the flashing, and applying sealant.	3.0	Requires outdoor rooftop locomotion on sloped, slippery surfaces, precise flashing fitting around irregular penetrations, and controlled sealant application — all well beyond current humanoid dexterity, mobility, and generalization capabilities.
17863	51-8013.03	Operate equipment to start, stop, or regulate biomass-fueled generators, generator units, boilers, engines, or auxiliary systems.	heavy machinery	20.0	One instance = one start/stop/regulation cycle of a biomass generator or boiler system; a competent operator takes ~15–25 min including checks, adjustments, and logging.	4.0	Requires operating specialized industrial control panels, valves, switches, and HMI screens in a harsh, unstructured plant environment. Current humanoids lack the tool-use, plant-floor generalization, and safety-critical reliability needed. No commercial deployment exists.
18191	17-2199.07	Develop laser-processed designs, such as laser-cut medical devices.	inspection	240.0	One instance = designing a single laser-processed medical device (CAD/CAM design through to validated cut file). A competent engineer typically spends 2–5 hours per design iteration.	2.0	Task is primarily cognitive/creative: CAD design, regulatory knowledge, material selection, and iterative testing. Current humanoid robots lack design software proficiency, abstract engineering reasoning, and creative problem-solving needed for this.
18310	29-1141.01	Set up, operate, or monitor invasive equipment and devices, such as colostomy or tracheotomy equipment, mechanical ventilators, catheters, gastrointestinal tubes, and central lines.	caregiving	20.0	One instance = setting up or performing a single check/adjustment of one invasive device (e.g., ventilator check, catheter insertion, or colostomy bag change). A competent nurse takes ~15–25 min.	1.0	Requires extreme fine dexterity, sterile technique, anatomical precision, and real-time clinical judgment on a vulnerable patient. Far beyond current humanoid robots' dexterity, safety certification, and adaptive perception capabilities.
18311	29-1141.01	Obtain specimens or samples for laboratory work.	inspection	15.0	One instance = collecting a single specimen/sample (e.g., blood draw, soil core, swab). A competent technician typically takes 10–20 minutes including prep, collection, and labeling.	5.0	Specimen collection spans highly varied, often delicate contexts (venipuncture, swabbing, soil coring). Requires fine dexterity, tactile feedback, sterile technique, and contextual judgment. Current humanoids lack reliable fine dexterous manipulation and sterile handling needed.
19368	31-1132.00	Transport specimens, laboratory items, or pharmacy items, ensuring proper documentation and delivery to authorized personnel.	locomotion	15.0	One instance = pickup, transport, and documented handoff of one item/batch within a facility. Typical run including transit and sign-off averages ~15 minutes.	18.0	Robots can navigate flat indoor corridors moderately well, but challenges include handling fragile/biohazard specimens, operating elevators, interfacing with access-controlled areas, verifying authorized recipients, and completing documentation/chain-of-custody requirements.
19395	31-9097.00	Train other medical personnel in phlebotomy or laboratory techniques.	caregiving	90.0	One training session covering phlebotomy or lab techniques for a small group; includes demonstration, hands-on practice oversight, and Q&A — typically 1–2 hours per session.	3.0	Training requires verbal instruction, adaptive explanation, live demonstration of fine needle/tube techniques, and real-time error correction. Current robots lack conversational pedagogy, fine dexterity for live demo, and autonomous teaching judgment.
19401	49-2021.00	Inspect completed work to ensure all hardware is tight, antennas are level, hangers are properly fastened, proper support is in place, or adequate weather proofing has been installed.	inspection	25.0	One inspection instance covers a completed installation (e.g., a single antenna/mount site). A competent technician visually checks and physically tests all elements in ~20–30 min.	12.0	Requires multi-modal inspection: visual levelness, torque-feel on hardware, weatherproofing integrity, and working at height/on masts. Current robots lack reliable torque-sensing, elevation access, and judgment for pass/fail quality standards in unstructured field environments.
20396	19-4013.00	Perform regular maintenance of laboratory equipment by inspecting, calibrating, cleaning, or sterilizing.	inspection	45.0	One instance = full maintenance cycle (inspect, calibrate, clean/sterilize) on one piece of lab equipment. Competent technician typically takes 30–60 min depending on complexity.	4.0	Requires fine dexterity for calibration instruments, domain-specific tool use, reading equipment displays, interpreting results, and applying sterilization protocols — well beyond current general-purpose robot capabilities in unstructured lab settings.
20526	19-4012.00	Measure or weigh ingredients used in laboratory testing.	manipulation	5.0	One instance = measuring/weighing a single ingredient or reagent for a lab procedure. A competent lab technician typically takes 3–7 minutes including taring, dispensing, and recording.	8.0	Requires fine dexterity (pipettes, spatulas, small vials), precise force control, reading digital scales/graduations, and handling liquids/powders safely. Current humanoids lack the sub-millimeter precision and reliable tool use needed for lab-quality accuracy.
20656	49-3093.00	Assist mechanics and perform various mechanical duties, such as changing oil or checking and replacing batteries.	manipulation	20.0	One instance = a single service task (e.g., one oil change or battery swap). A competent mechanic's helper completes this in ~15–25 minutes.	8.0	Requires navigating under vehicles, operating pneumatic tools, handling fluids, and fine-fitting battery terminals in tight, variable engine-bay spaces. Current humanoids lack the tool-use, force control, and spatial adaptability for automotive underbody work.
22454	25-9042.00	Assist in bus loading and unloading.	locomotion	10.0	One instance = assisting passengers on/off one bus (one stop or boarding/alighting cycle). A human aide guides passengers, handles luggage, and manages mobility aids in ~10 minutes.	12.0	Requires navigating crowded, dynamic outdoor environments, assisting diverse passengers (elderly, disabled, luggage), operating ramps/lifts, and handling unpredictable social interactions — far beyond current humanoid generalization and caregiving capability.
23190	39-4012.00	Sweep or vacuum the cremation chamber to retrieve remains for storage in an urn or other container.	manipulation	20.0	One instance = retrieving all remains from one cremation chamber. A trained operator sweeps, collects, and transfers remains to a container, typically taking 15–25 minutes.	8.0	Requires fine dexterous sweeping of fragile ash/bone fragments inside a confined, irregularly-shaped high-temperature chamber, precise collection without loss, and careful transfer to a container. Current robots lack the delicate tool control, confined-space mobility, and complete retrieval reliability needed.
23432	47-2031.00	Measure and mark cutting lines on materials, using a ruler, pencil, chalk, and marking gauge.	manipulation	5.0	One instance = measuring and marking a single set of cut lines on one workpiece. A competent worker typically completes this in ~5 minutes including tool selection, measurement, and marking.	8.0	Requires precise bimanual coordination: holding a ruler steady while scribing accurate lines with a pencil/chalk/gauge. Fine dexterity, controlled pressure, and sub-millimeter spatial accuracy exceed current humanoid robot capabilities reliably.
23435	47-2031.00	Verify trueness of structure, using plumb bob and level.	inspection	15.0	One instance = verifying one structural element (wall, post, or frame). Worker sets up plumb bob/level, takes readings, and notes results in ~15 min.	18.0	Robot must handle a plumb bob (fine dexterity, string management) or hold a level precisely against surfaces, read analog/digital outputs, and interpret results. Tool handling and reliable interpretation in unstructured construction sites remain major limitations.
23500	47-5044.00	Guide and stop cars by switching, applying brakes, or placing scotches, or wooden wedges, between wheels and rails.	locomotion	5.0	One instance = guiding/stopping one rail car by applying brakes, switching, or placing scotches. A competent worker completes this in ~5 minutes including positioning and securing.	8.0	Requires outdoor/uneven terrain navigation, heavy tool use, precise placement of wedges under moving rail cars, and real-time safety-critical judgment. Current humanoids lack the dexterity, force capacity, and situational awareness for this reliably.
23589	51-4121.00	Connect and turn regulator valves to activate and adjust gas flow and pressure so that desired flames are obtained.	manipulation	5.0	One instance = connecting a regulator valve, turning it to open/adjust gas flow, and confirming desired flame. A competent worker does this in ~5 minutes including safety checks.	12.0	Requires fine dexterous manipulation of threaded fittings and small valves, sensory feedback (flame quality, pressure gauges), and safety-critical gas handling. Current humanoids lack reliable fine-fingered torque control and gas-hazard awareness for autonomous operation.
23785	53-4022.00	Inspect locomotives to detect damaged or worn parts.	inspection	60.0	One instance = full inspection of one locomotive. A competent rail technician typically takes ~45–90 minutes to walk around, check mechanical, electrical, and brake components systematically.	8.0	Locomotives are massive, complex, and in unstructured rail yard environments. Robots lack the mobility to access undercarriages, the specialized perception for rail-specific faults, and the generalization to interpret subtle wear across dozens of varied component types.
23996	29-1024.00	Examine patients to diagnose oral health conditions and diseases.	inspection	30.0	One instance = a single patient oral exam. A competent dentist spends ~20–40 min on a comprehensive diagnostic exam including history review, visual inspection, probing, and X-ray review.	2.0	Requires fine intraoral dexterity, clinical reasoning, patient communication, and diagnostic judgment. Current humanoids lack the precision tools, certified clinical AI integration, and safe patient interaction needed for autonomous diagnosis.
