task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
11518	47-2141.00	Remove fixtures such as pictures, door knobs, lamps, or electric switch covers prior to painting.	maintenance and preparation	45.0	Removing 8–12 typical fixtures (pictures, doorknobs, light switch covers, outlet covers, lamps) from an average room, including unscrewing, unbolting, and careful handling. One instance = one room's fixtures.	25.0	Requires fine dexterity (unscrewing small fasteners, handling delicate items), precise tool use (screwdrivers), spatial reasoning to avoid damaging walls/paint, and careful part tracking. Current robots struggle with small screw manipulation and fragile object handling.
11591	47-4041.00	Remove asbestos or lead from surfaces, using hand or power tools such as scrapers, vacuums, or high-pressure sprayers.	hazardous materials remediation	120.0	Removing asbestos/lead from a typical room-sized area (e.g., stripping paint from walls, ceiling, or fixtures). Includes setup, careful scraping, vacuuming containment, and cleanup. One instance = one room or major surface.	8.0	Requires hazardous material handling protocols, precise tool control to avoid dispersing fibers/dust into air, secure containment, and coordination with regulatory/safety standards. Current humanoids lack specialized safety systems, fine hazmat control, and liability frameworks for toxic exposure work. Not a deployment-ready task.
11660	49-2022.00	Assemble and install communication equipment such as data and telephone communication lines, wiring, switching equipment, wiring frames, power apparatus, computer systems, and networks.	assembly	120.0	One instance: assemble and install a complete communication cabinet or rack with wiring, switching equipment, and network connections. Includes planning, component positioning, cable routing, termination, and testing.	25.0	Requires precise cable routing, connector termination (RJ45, fiber splicing), spatial reasoning in constrained racks, and quality validation. Current dexterity inadequate for fine wiring work; perception challenges with connector alignment and cable management in complex 3D layouts.
11683	49-2022.00	Clean switches and replace contact points, using vacuum hoses, solvents, and hand tools.	maintenance and repair	25.0	One instance = cleaning and replacing contact points on one electrical switch assembly, including vacuum cleaning, solvent application, contact removal, inspection, and reinstallation.	18.0	Requires fine dexterous manipulation (contact point removal/replacement), precise solvent application control, vacuum hose operation, and quality verification. Limited by poor fine-motor precision, difficulty handling small frangible components, and inability to detect contact condition visually/tactilely.
11721	49-2092.00	Test battery charges, and replace or recharge batteries as necessary.	inspection and maintenance	15.0	Test a battery (multimeter check ~2 min), then recharge or replace (~10 min). One instance = one battery cycle.	35.0	Robots can locate and manipulate battery packs in some structured environments, but lack reliable perception to test voltage/condition, safe handling of hazardous batteries, and judgment for replacement decisions. Dexterity for connectors varies.
11782	49-9012.00	Lubricate wearing surfaces of mechanical parts, using oils or other lubricants.	maintenance	15.0	Applying lubricant to accessible wearing surfaces on a typical assembly of mechanical parts (bearings, hinges, joints). Includes locating parts, selecting appropriate lubricant, and applying it.	35.0	Robots can navigate to parts and dispense lubricants, but struggle with: identifying correct lubricant type, reaching confined spaces, controlling application rate, and avoiding over/under-lubrication. Perception of wear and judgment required.
11795	49-9012.00	Trace and tag meters or house lines.	inspection	45.0	One instance = tracing and tagging one utility line (water, gas, electric, or sewer) from source to endpoint, typically 50–150 feet. Includes visual inspection, labeling, and documentation.	25.0	Requires outdoor mobility over varied terrain, accurate line identification under occlusion/burial, fine manipulation to attach tags, and safe navigation near live utilities. Current humanoids struggle with unstructured outdoor navigation, visual tracing through soil/conduit, and reliable tag placement.
11797	49-9012.00	Vary air pressure flowing into regulators and turn handles to assess functioning of valves and pistons.	inspection	15.0	Testing air pressure settings and handle operation on one regulator/valve assembly; includes pressure dial adjustment, handle movement, and functional assessment.	35.0	Requires precise pressure dial adjustment (moderate dexterity), handle turning (achievable), and interpretation of pressure gauges/piston response. Perception of gauge readings and dial feedback is the limiting factor; fine pressure tuning challenging.
11906	51-2021.00	Cut, strip, and bend wire leads at ends of coils, using pliers and wire scrapers.	manipulation	5.0	Cutting, stripping, and bending wire leads on one coil involves sequential hand operations with simple tools. A skilled worker completes this in 3–7 minutes per coil.	25.0	Requires precise dexterity (holding coil, positioning pliers/scraper, bending to spec). Wire diameter/material variability and achieving correct bend angle/length without damage or insulation tears is challenging for current gripper control and tactile sensing.
12056	51-4071.00	Tend machines that bond cope and drag together to form completed shell molds.	assembly	15.0	Positioning cope/drag halves, activating bonding process, inspecting alignment. One instance = one mold shell assembly cycle.	35.0	Requires precise spatial alignment of two heavy components, fine manual adjustment, tool operation, and quality inspection. Current robots lack fine dexterity and real-time error correction for mold tolerance.
12242	51-7032.00	Select lumber to be used for patterns.	material selection	15.0	Worker visually inspects lumber stock, checks grain/quality, and selects pieces meeting pattern specifications. One instance = selecting lumber for one pattern project.	25.0	Requires visual assessment of wood grain, knots, moisture, color matching, and judgment of suitability. Robots lack fine visual discrimination and domain-specific lumber grading knowledge. High failure rate on quality criteria.
12440	51-9032.00	Tighten pulleys or add abrasives to maintain cutting speeds.	maintenance	20.0	Tightening pulleys and replacing abrasives on cutting equipment typically takes 15–25 min depending on equipment access and wear severity. One instance = one maintenance cycle per machine.	25.0	Requires tool manipulation (wrenches, hex keys), torque sensing to avoid over-tightening, identification of wear, and safe handling of sharp abrasive materials. Current humanoids lack fine torque control and specialized perception for wear assessment.
12493	51-9061.00	Grade, classify, or sort products according to sizes, weights, colors, or other specifications.	sorting and inspection	15.0	One instance = sorting/grading a batch of ~50–100 products by size, weight, or color. Typical quality control or warehouse sorting task taking 10–20 minutes per batch.	55.0	Robots excel at pick-and-place (~70–90%) and can classify by size/weight via sensors. However, color/shade discrimination and handling varied product geometries remain challenging. Generalization to new product types is weak. Semi-structured tasks on a conveyor or bin perform better than fully unstructured.
12576	51-9141.00	Clean semiconductor wafers using cleaning equipment, such as chemical baths, automatic wafer cleaners, or blow-off wands.	cleaning	8.0	One instance = cleaning a batch of wafers (typically 25–50 wafers per cassette) through chemical baths and drying. Includes loading, processing, unloading, inspection.	25.0	Requires precise liquid handling, chemical safety awareness, delicate wafer manipulation to avoid contamination/breakage, and mastery of specialized equipment sequencing. Humanoids lack the fine control and chemical safety protocols; perception of wafer cleanliness is difficult. High risk of damage.
13352	45-2041.00	Place products in containers according to grade and mark grades on containers.	sorting and marking	25.0	One instance = sorting and grading ~50–100 items into 3–5 grade categories and marking each container. Typical packing/sorting role benchmark.	35.0	Requires reliable visual grading assessment (variable condition/quality perception), precise placement into containers (moderate dexterity), and accurate labeling/marking. Perception and fine marking are bottlenecks; generalization to product variation is weak.
13505	47-2081.00	Fit and fasten wallboard or drywall into position on wood or metal frameworks, using glue, nails, or screws.	assembly	12.0	A competent drywall worker fastens one 4×8-ft sheet to wall framing with ~15–20 fasteners (nails or screws), including positioning, driving, and spacing. One instance = one sheet installed.	25.0	Requires precise positioning of heavy awkward sheets, aligning edges, driving fasteners straight and evenly spaced, handling power tools safely. Current robots lack dexterity, strength coordination, and force feedback for consistent quality drywall installation.
13607	47-3011.00	Move or position materials such as marble slabs, using cranes, hoists, or dollies.	heavy machinery / material handling	20.0	One instance = positioning one marble slab from point A to point B using crane/hoist/dolly. Includes setup, maneuvering, securing, and final placement on a work surface or staging area.	8.0	Humanoids cannot operate cranes/hoists safely or legally. Requires heavy equipment control, spatial reasoning under load, and precise coordinated positioning. Autonomous systems exist only as fixed installations (bolted arms), not mobile units. Risk of material/personnel damage extremely high.
13654	47-4061.00	Observe leveling indicator arms to verify levelness and alignment of tracks.	inspection	5.0	Visual inspection of leveling indicators on equipment tracks; one instance = checking one piece of equipment or one set of tracks for levelness and alignment.	55.0	Robots can perceive and analyze visual indicators via cameras, but must reliably identify arm positions, interpret indicator scales, and make judgment calls on acceptable alignment tolerances. Perception of small indicators and spatial reasoning about levelness requires stable positioning and good lighting.
13685	47-5023.00	Perform pumping tests to assess well performance.	inspection	120.0	One pumping test (setup, monitoring flow/pressure over time, data logging): ~2 hours for a competent water technician including site inspection.	8.0	Requires operation of specialized well-testing equipment (pumps, flow meters, pressure gauges), field-specific judgment on anomalies, precise sensor reading and adjustment. Humanoids lack dexterity for delicate instrument calibration and cannot safely operate high-pressure field equipment autonomously.
13708	47-5081.00	Clean and prepare sites for excavation or boring.	site preparation / heavy machinery	240.0	Clearing debris, marking boundaries, setting up equipment on a typical excavation site. One instance = one job site ready for machinery operation.	8.0	Requires operating heavy machinery (excavators, dozers), navigating unstructured outdoor terrain with hazards, interpreting safety protocols. Humanoids lack capacity to operate equipment, navigate rough/variable ground reliably, or assess site-specific safety constraints.
13753	49-3041.00	Test and replace electrical components and wiring, using test meters, soldering equipment, and hand tools.	electrical maintenance and repair	45.0	One instance = diagnose, test, replace one electrical component or wiring section (e.g., swap a resistor/capacitor, solder a joint, replace a section of wire). Includes testing and verification.	8.0	Requires fine soldering dexterity (<5%), precise component identification, multimeter operation, and context-dependent decision-making. Current humanoids lack the hand precision, thermal management, and electrical safety awareness needed for reliable autonomous soldering and component-level repair.
13800	49-9031.00	Observe and test operation of appliances following installation, and make any initial installation adjustments that are necessary.	inspection	30.0	Observing appliance operation and making minor adjustments post-installation. One instance = one appliance. Typically 20–40 min depending on appliance type and complexity.	35.0	Requires visual inspection of appliance behavior, understanding of expected operation, fine motor adjustments (leveling, valve tweaking), and contextual knowledge of appliance-specific setup. Robots can observe but struggle with diagnosis, dexterity, and judgment calls on acceptability.
13859	49-9092.00	Inspect and test docks, ships, buoyage systems, plant intakes or outflows, or underwater pipelines, cables, or sewers, using closed circuit television, still photography, and testing equipment.	inspection	120.0	One complete inspection of a dock section or pipeline segment, including positioning equipment, survey work, reviewing footage, and documentation. Assumes 1–2 hours per site.	25.0	Requires underwater/maritime navigation, precise camera positioning, interpreting visual anomalies, and specialized testing equipment operation. Humanoids lack waterproofing, underwater dexterity, and autonomy in unstructured underwater environments. Stationary inspection rigs score higher; mobile robots do not.
13861	49-9092.00	Cut and weld steel, using underwater welding equipment, jigs, and supports.	heavy machinery, welding, underwater operations	90.0	Cutting and welding a steel joint underwater; one instance = one weld seam or joint. Includes positioning, equipment setup, welding time, and inspection.	2.0	Humanoids cannot operate underwater; require specialized pressurized suits, breathing systems, and heavy specialized equipment. Welding demands precision, thermal feedback, and real-time arc monitoring. Extreme environmental constraints prohibit autonomous operation.
13981	51-2051.00	Mask off mold areas not to be laminated, using cellophane, wax paper, masking tape, or special sprays containing mold-release substances.	preparation	20.0	Masking a typical composite mold (e.g., for boat hull or automotive part) with tape, paper, and spray, covering edges and protected zones. One instance = one mold setup.	25.0	Requires precise masking around complex mold geometry, applying adhesive tape without wrinkles, and careful spray application. Current robots lack fine object handling, surface perception, and planning for irregular contours.
14201	51-6064.00	Unwind lengths of yarn, thread, or twine from spools and wind onto bobbins.	material handling / assembly	8.0	One instance: unwinding and winding one spool of yarn/thread onto one bobbin. Competent worker completes in ~5–10 min depending on spool size and material.	25.0	Requires fine manipulation (thread/yarn is fragile), precise tension control, and reliable bobbin engagement. Current dexterity and perception of thin, flexible materials remain weak. High risk of tangling or breakage.
14228	51-6093.00	Fit, install, and secure material on frames, using hand tools, power tools, glue, cement, or staples.	assembly	25.0	Fitting material to frame (e.g., fabric to stretcher, drywall to studs) typically takes 20–30 min per unit, including measuring, positioning, fastening with tools.	35.0	Requires precise alignment, force control for fastening, tool switching (hammer, stapler, glue application), and judgment of material fit—challenges in dexterity, tool coordination, and perceptual feedback.
14323	51-8093.00	Perform tests to check the qualities and grades of products, such as assessing levels of bottom sediment, water, and foreign materials in oil samples, using centrifugal testers.	inspection	25.0	One instance = testing one oil sample batch through centrifugal test (sample prep, machine loading, spinning, reading results). Typical lab procedure takes 15–30 minutes.	22.0	Requires precise sample handling, centrifuge operation, visual or optical result reading. Robot can load/unload samples (~60%), but interpreting sediment/water levels requires fine visual judgment and occasional recalibration. Centrifuge safety (containment, spinning hazards) further limits autonomous deployment.
14355	51-9031.00	Count or weigh and bundle items.	manipulation	8.0	Counting/weighing small items and bundling typically takes 5–10 min per bundle of 20–50 items, depending on size and binding method.	35.0	Robots can pick and place items (~70%) but counting requires reliable vision, weighing needs scale integration, and bundling (tying, wrapping) requires dexterity and force control—limited at ~30–50% for varied items.
14356	51-9031.00	Mark cutting lines around patterns or templates, or follow layout points, using squares, rules, and straightedges, and chalk, pencils, or scribes.	precision marking / layout	15.0	Marking lines on a single workpiece (e.g., fabric, wood, metal) using templates/rules/straightedges; includes measuring and marking multiple reference points and lines around a pattern.	25.0	Requires precise spatial reasoning, stable handling of straightedge/template, fine motor control to hold marking tool at correct angle/pressure. Robot perception of marking points and template alignment is moderately reliable; inconsistent pressure control and tool orientation limit success on varied materials.
14357	51-9031.00	Unroll, lay out, attach, or mount materials or items on cutting tables or machines.	material handling & assembly	8.0	One instance = unroll and mount one item (e.g., fabric bolt, sheet material) on a cutting table or machine, including alignment and basic fastening. Assumes standard materials and accessible mounting points.	35.0	Requires unrolling/unfurling flexible materials (dexterity challenge), precise positioning and alignment on a table/machine, and fastening (clamps, tape, or fixtures). Current humanoids struggle with coordinated manipulation of large, deformable items and tool-use precision alignment.
14550	53-5022.00	Perform general labor duties such as repairing booms.	heavy machinery repair	120.0	Repairing a boom (construction/crane equipment) typically requires diagnosis, part removal/replacement, and testing. One instance = one complete boom repair job.	8.0	Boom repair demands heavy tool operation (wrenches, torque tools), structural diagnostics, and safe re-assembly of load-bearing equipment. Humanoids lack the strength, specialized tool proficiency, and safety judgment for autonomous operation on heavy machinery.
14599	53-7071.00	Operate power-driven pumps that transfer liquids, semi-liquids, gases, or powdered materials.	equipment operation	15.0	Typical instance: start pump, monitor flow/pressure gauges, adjust settings, verify transfer complete. One transfer operation (e.g., one tank or batch).	25.0	Robots lack reliable fluid/powder leak detection, pressure-gauge reading/interpretation, and safe shutdown under fault conditions. Hose attachment/detachment is dexterous. No autonomous error recovery.
16722	17-3029.08	Assemble or adjust parts or related electrical units of prototypes to prepare for testing.	assembly	45.0	One instance = assembling and adjusting electrical components of one prototype for testing. Involves positioning, fastening, wiring, and calibration tasks typical of electronics prototyping work.	35.0	Moderate dexterity needed for small connectors, wiring, and fasteners. Perception of circuit board layouts and component orientation challenging. Fine motor control for adjustments limited. Can handle standardized parts on jigs better than ad-hoc prototype assembly. Electrical safety awareness also a constraint.
17017	25-2059.01	Provide adapted physical education services to students with intellectual disabilities, autism, traumatic brain injury, orthopedic impairments, or other disabling condition.	caregiving/instruction	45.0	One class period: planning, instructing, and adapting exercises for a group of students with varied disabilities; typically 40–50 minutes of direct contact per session.	8.0	Requires understanding individual cognitive/motor needs, real-time behavioral adjustment, emotional support, safety monitoring of vulnerable students, and adaptive teaching—all beyond current robot capability. Fine motor demonstration, safety intervention, and empathetic interaction remain infeasible.
17188	29-1222.00	Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections.	medical testing and inspection	15.0	One instance = conducting and interpreting diagnostic tests (blood draw, sample preparation, assay execution, result review) for one patient screening for multiple infections. Competent lab technician: ~15 minutes.	8.0	Requires sterile phlebotomy (venipuncture), precise liquid handling with biohazard risk, calibration of lab instruments, and clinical decision-making. Current humanoids lack fine dexterity, sterile technique capability, and safety protocols for bloodborne pathogen handling. Below 10% success.
17469	29-9099.01	Assess birthing environments to ensure cleanliness, safety, and the availability of appropriate supplies.	inspection	45.0	One instance = thorough pre-delivery assessment of a birth suite (hospital/clinic room), including visual inspection, equipment check, supply inventory, safety compliance verification. Competent medical/nursing staff typically require 30–60 min depending on facility size.	25.0	Robots can navigate and perceive (camera, LIDAR) to detect gross cleanliness issues and identify supplies. However, this task requires nuanced safety judgments (sterile protocols, equipment functionality verification, medical compliance interpretation) and high-stakes decision-making. Fine object recognition of medical supplies and condition assessment are challenging. Human oversight essential.
17581	35-3023.01	Prepare or serve hot or cold beverages, such as coffee, espresso drinks, blended coffees, or teas.	food prep	5.0	One instance = prepare and serve one beverage (coffee, espresso, blended coffee, or tea), from order to handoff.	15.0	Requires precise liquid handling, temperature control, steam/foam management, and safe handoff. Current robots lack fine dexterity for espresso tamping, milk steaming, and collision-free carrying hot liquids in crowded spaces.
17741	47-2231.00	Install active solar systems, including solar collectors, concentrators, pumps, or fans.	assembly	480.0	Installing a complete active solar system (collectors, concentrators, pumps, fans) on a typical residential/small commercial roof takes 6-8 hours for experienced technicians. One instance = one full system installation.	8.0	Requires roofing work at height (safety/mobility limits), precise fitting of heavy collectors, electrical/plumbing integration, load calculations, and specialized tool operation (torque wrenches, sealants). Current humanoids lack height stability, fine force control, and electrical safety certification.
17784	47-2152.04	Apply weather seal, such as pipe flashings and sealants, to roof penetrations and structural devices.	roofing/sealing	45.0	One instance = inspecting, cleaning, and weather-sealing a typical roof penetration (vent, chimney, or antenna). Includes prep, flashing installation, and sealant application.	22.0	Requires: roof mobility on varied slopes/surfaces (30–40% success), precise object manipulation (flashing alignment, fastening), sealant application (fine control), site-specific judgment. Most frontier robots lack stable footing and dexterous control needed for this outdoor trade task.
17863	51-8013.03	Operate equipment to start, stop, or regulate biomass-fueled generators, generator units, boilers, engines, or auxiliary systems.	heavy machinery	15.0	One instance = starting, stopping, or regulating a biomass generator/boiler system through control panels/switches. Typical startup/shutdown cycle including safety checks and adjustments.	8.0	Humanoids cannot operate specialized industrial control interfaces reliably. Requires reading analog/digital gauges, turning valves, pressing context-specific buttons, understanding safety interlocks, and responding to equipment states—beyond current perception and dexterity generalization.
18191	17-2199.07	Develop laser-processed designs, such as laser-cut medical devices.	manufacturing / precision assembly	45.0	One instance: design, program, and execute laser-cutting of one custom medical device prototype. Includes CAD setup, laser parameter tuning, and quality check.	15.0	Robots lack design creativity, CAD expertise, and specialized laser equipment operation skills. Cannot autonomously program laser parameters, troubleshoot material interactions, or validate medical compliance. Humanoid cannot directly operate precision laser tools safely.
18310	29-1141.01	Set up, operate, or monitor invasive equipment and devices, such as colostomy or tracheotomy equipment, mechanical ventilators, catheters, gastrointestinal tubes, and central lines.	caregiving	15.0	Setup/monitoring of one invasive device (e.g., catheter placement, tracheotomy care, ventilator settings adjustment, feeding tube management, central line dressing change). Varies by device; 15 min is a typical clinical instance.	2.0	Requires sterile technique, anatomical precision, real-time patient assessment, and response to emergencies. Current robots lack fine tactile control, infection-prevention training, and critical decision-making. Inappropriate for autonomous deployment.
18311	29-1141.01	Obtain specimens or samples for laboratory work.	specimen collection	15.0	Median time to collect and prepare one sample (e.g., blood draw, swab, tissue biopsy, or environmental sample), including labeling and documentation.	25.0	Robots lack fine dexterity and sterile technique for invasive procedures (blood draws, biopsies). Can retrieve pre-labeled samples from shelves or transport labeled containers, but cannot perform safe, accurate collection on living subjects or complex environmental sampling.
19368	31-1132.00	Transport specimens, laboratory items, or pharmacy items, ensuring proper documentation and delivery to authorized personnel.	logistics and transport	15.0	One instance = collect items, verify documentation, navigate facility, deliver to authorized personnel. Typical round trip in a hospital/lab setting, including verification and handoff.	35.0	Robots can navigate structured indoor environments and carry loads; however, restricted-access areas (clean rooms, secure labs), authentication with personnel, handling temperature-sensitive/fragile specimens, and interpreting authorization protocols remain challenging. Documentation verification requires reliable perception.
19395	31-9097.00	Train other medical personnel in phlebotomy or laboratory techniques.	training/instruction	60.0	One instance = one training session covering phlebotomy or lab technique for a single trainee or small group (1–4 people), including demonstration, observation, and feedback.	5.0	Requires complex social interaction, real-time assessment of trainee understanding, adaptive feedback, fine motor demonstration (needle insertion, sterile technique), and judgment. Current robots cannot reliably teach, assess competence, or adjust instruction in real-time.
19401	49-2021.00	Inspect completed work to ensure all hardware is tight, antennas are level, hangers are properly fastened, proper support is in place, or adequate weather proofing has been installed.	inspection	25.0	Typical inspection of a completed hardware installation (antenna/hanger system). One instance = one unit or structure (e.g. one satellite dish, antenna array, or hanger assembly).	35.0	Requires fine visual inspection, torque-check assessment (fastener tightness is subtle), levelness judgment, and environmental assessment. Robots can perceive and classify mounting hardware, but cannot reliably assess tension/tightness without tactile feedback. Weather-proofing verification demands detailed material inspection.
20396	19-4013.00	Perform regular maintenance of laboratory equipment by inspecting, calibrating, cleaning, or sterilizing.	inspection & maintenance	45.0	One instance = complete maintenance cycle on one piece of equipment (inspect, calibrate, clean, sterilize). Varies by equipment complexity; 45 min represents typical analytical/medical lab instrument.	25.0	Requires fine dexterity for calibration adjustment, precise perception to detect drift/contamination, knowledge of equipment-specific protocols, and safe handling of sterilization agents. Humanoids lack calibration accuracy and generalization to diverse instruments.
20526	19-4012.00	Measure or weigh ingredients used in laboratory testing.	inspection	8.0	One instance: measure/weigh a standard set of 3–5 ingredients for a typical lab procedure. Includes reading scales, recording values, minor material handling.	45.0	Robots can pick up containers and place them on scales with moderate dexterity. Challenge: reading analog/digital displays reliably, handling small containers without spillage, precision placement on balance pans, recipe interpretation. Some vision systems can read digital outputs; weight accuracy tolerance unknown.
20656	49-3093.00	Assist mechanics and perform various mechanical duties, such as changing oil or checking and replacing batteries.	vehicle maintenance	45.0	Typical oil change + battery inspection/replacement on one vehicle; includes draining, refilling, checking terminals, swapping battery if needed.	25.0	Requires accessing undercarriage (moderate mobility), unscrewing varied fasteners (moderate dexterity), handling hot/greasy components safely, and precise fluid handling. Battery swap is simpler (~50%) but oil changes involve splash risk, torque sensitivity, and hazardous waste. Average ~25%.
22454	25-9042.00	Assist in bus loading and unloading.	loading/unloading	2.0	One instance = assist one passenger with boarding/alighting (help with luggage, balance, mobility aid). Typical duration 1–3 minutes per passenger.	25.0	Requires safe human physical contact, understanding passenger mobility needs, variable luggage handling, and confined bus spaces. Limited by dexterity with soft loads, perception of passenger stability needs, and safety risk in close quarters.
23190	39-4012.00	Sweep or vacuum the cremation chamber to retrieve remains for storage in an urn or other container.	cleaning	15.0	One instance = sweeping/vacuuming one cremation chamber after a cremation cycle, collecting all remains. Includes careful debris collection, scooping, and initial placement for transfer to urn.	25.0	Requires fine perception of ash/bone fragments on uneven chamber surfaces, delicate handling to avoid loss or contamination, and precise transfer to container. High risk of failure due to fragility, thermal residue detection, and generalization to varied chamber geometries and ash distributions.
23432	47-2031.00	Measure and mark cutting lines on materials, using a ruler, pencil, chalk, and marking gauge.	measurement and marking	3.0	A competent human measures and marks one cutting line or a set of lines on a single workpiece, using ruler/gauge and pencil/chalk, typically 2–4 minutes.	25.0	Requires fine visual perception of ruler/gauge placement, precise pencil/chalk control, and accurate spatial reasoning. Current robots struggle with consistent line straightness, marking pressure, and tight tolerances. Perception and fine dexterity are limiting factors.
23435	47-2031.00	Verify trueness of structure, using plumb bob and level.	inspection	15.0	Checking a typical structure (wall, column, or frame) for plumb and level, including setup and multiple measurement points.	25.0	Requires precise manipulation of plumb bob and level tools, interpreting bubble/string alignment, and spatial judgment. Current robots lack fine dexterity and reliable perception of subtle level indicators in varied lighting.
23500	47-5044.00	Guide and stop cars by switching, applying brakes, or placing scotches, or wooden wedges, between wheels and rails.	vehicle operation / rail operations	15.0	Guiding one train car, switching tracks, and securing with scotches/wedges typically takes 10–20 minutes depending on the rail yard setup and complexity.	8.0	Requires operating heavy switches, understanding rail dynamics, real-time hazard awareness near moving trains, precise wedge placement under wheels, and unpredictable environment. Current humanoids lack the specialized training, safety protocols, and reliable perception for this critical safety-sensitive task.
23589	51-4121.00	Connect and turn regulator valves to activate and adjust gas flow and pressure so that desired flames are obtained.	equipment operation	5.0	Connecting regulator valves and adjusting gas flow/pressure for flame control typically takes a trained operator 3–7 minutes per setup instance.	25.0	Requires fine manipulation of small valve controls, real-time visual feedback of flame characteristics, and pressure/flow monitoring. Humanoids lack fine dexterity and precision pressure sensing; safety-critical task with risk of gas leak or flame loss.
23785	53-4022.00	Inspect locomotives to detect damaged or worn parts.	inspection	45.0	Thorough inspection of one locomotive exterior and accessible undercarriage, including visual checks for corrosion, cracks, wear on wheels, couplers, and brake components.	35.0	Robot can navigate around locomotive and detect obvious visual defects via camera. Limited by: inability to access tight undercarriage spaces safely, difficulty classifying subtle wear vs. acceptable aging, and lack of tactile feedback to detect loose bolts or internal play in bearing assemblies.
