task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
20697	53-3032.00	Wrap and secure goods using pads, packing paper, containers, or straps.	manipulation	8.0	One instance = wrapping and securing a single item/package. A competent worker handles padding, paper, or straps on a typical goods item in ~8 minutes.	18.0	Requires adaptive grasping of flexible/deformable materials (pads, paper, straps), precise tensioning, and varied object geometries. Current humanoids lack reliable dexterity for consistent wrapping, folding, and strap-fastening across diverse goods.
20788	47-2082.00	Work on high ceilings, using scaffolding or other tools, such as stilts.	locomotion	60.0	One instance = completing a typical elevated work session (e.g., painting or finishing one ceiling section). Setup, work, and teardown of scaffolding/stilts averages ~1 hour.	3.0	Humanoid robots cannot safely erect/use scaffolding or walk on stilts; elevated unstructured work demands extreme balance, dexterity, and fall-risk management far beyond current capabilities. No commercial deployment exists.
13418	45-2093.00	Mark livestock to identify ownership and grade, using brands, tags, paint, or tattoos.	animal handling	8.0	One instance = marking one animal (tag, brand, paint, or tattoo). A competent handler takes ~5–10 min including restraint, application, and release.	4.0	Live animals are unpredictable and resist restraint. Precise marking (tattooing, branding, tagging ears) requires force-sensitive dexterity on moving targets. No current humanoid robot is capable of safe, reliable livestock handling in field conditions.
13364	45-2091.00	Attach farm implements such as plows, discs, sprayers, or harvesters to tractors, using bolts and hand tools.	assembly	25.0	One instance = attaching one implement to a tractor. An experienced operator typically spends 15–35 min aligning, hitching, pinning, and bolting a single implement.	3.0	Requires operating outdoors on uneven terrain, heavy-force bolting with large fasteners, precise three-point hitch alignment, and handling massive implements. Current humanoids lack the strength, reach, outdoor mobility, and tool-use generalization needed.
7486	19-1012.00	Check raw ingredients for maturity or stability for processing, and finished products for safety, quality, and nutritional value.	inspection	20.0	One instance = inspecting a batch of raw ingredients and finished products in a food processing context; a competent QA worker typically spends ~20 min per batch check.	12.0	Requires multi-modal sensory assessment (smell, taste, texture, color, lab testing), nuanced judgment on maturity/nutritional value, and generalization across diverse products. Current robots lack taste/smell sensors and reliable qualitative food QA reasoning.
13368	45-2091.00	Weigh crop-filled containers, and record weights and other identifying information.	inspection	2.0	One instance = weighing a single container, reading the scale, and logging weight + ID info. A competent worker completes this in ~1–3 minutes.	20.0	Requires navigating varied farm environments, handling bulky/heavy irregular containers, reading a scale display, and logging data. Perception of scale readouts and unstructured outdoor terrain limit current robots significantly.
20757	31-9011.00	Perform other adjunctive therapies or treatment techniques in addition to massage.	caregiving	30.0	One instance = a single adjunctive therapy session (e.g., hot/cold stone, cupping, stretching, hydrotherapy) performed on one client, typically 20–45 minutes.	3.0	Requires nuanced tactile perception, safe force modulation on human body, clinical judgment, and adaptive dexterity. Current humanoids lack the fine touch sensitivity, compliance control, and therapeutic decision-making needed for safe, acceptable adjunctive therapy.
20733	17-2141.00	Research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.	inspection	120.0	One instance = a single mechanical engineering task cycle (e.g., evaluating or inspecting a system/component). Ranges widely; 120 min is a reasonable median for a discrete unit of work.	3.0	This task demands high-level cognitive reasoning, creative design, complex tool use, and domain expertise. Current humanoid robots lack abstract reasoning, engineering judgment, CAD/simulation capability, and autonomous decision-making for open-ended engineering problems.
13359	45-2091.00	Operate or tend equipment used in agricultural production, such as tractors, combines, and irrigation equipment.	heavy machinery	240.0	One instance = one operational shift (e.g., tractor plowing or combine harvesting a field). A typical shift for agricultural equipment operation runs ~4 hours of active field work.	3.0	Humanoid robots cannot operate tractors, combines, or irrigation equipment in real field conditions. These require seated cab operation, specialized controls, outdoor rough terrain, and complex judgment. Autonomous ag vehicles exist but are separate narrow systems, not general-purpose humanoids.
733	41-3021.00	Inspect property, examining its general condition, type of construction, age, and other characteristics, to decide if it is a good insurance risk.	inspection	45.0	One instance = inspecting a single property (e.g., a house). A competent insurance inspector typically spends 30–60 minutes walking through, photographing, and assessing a property.	4.0	Requires navigating varied indoor/outdoor environments, identifying subtle structural defects, assessing construction quality, estimating age, and making a holistic risk judgment. Current robots lack the generalization, expert domain knowledge integration, and reliable multi-environment mobility needed for autonomous underwriting-quality inspection.
20772	39-5092.00	Assess the condition of clients' hands, remove dead skin, and massage hands.	caregiving	15.0	One instance = full hand treatment for one client: assessment, exfoliation/dead skin removal, and massage. Typical manicure hand prep takes ~10–20 minutes.	4.0	Requires fine tactile sensitivity to assess skin condition, safe exfoliation of delicate skin, and therapeutic massage with nuanced pressure control. Well beyond current humanoid dexterity and compliant force-control on human tissue.
7157	53-6011.00	Maintain and guard stations in bridges to check waterways for boat traffic.	inspection	480.0	One instance is a full shift (8 hours) manning a bridge station, continuously monitoring waterway traffic, operating controls, and enforcing regulations.	4.0	Requires sustained vigilance, communication with vessels, operating specialized bridge controls, and nuanced judgment over hours. Current humanoids lack the perception, situational awareness, communication ability, and regulatory decision-making for autonomous bridge tender duties.
20820	51-4031.00	Clean work area.	cleaning	10.0	One instance = tidying and wiping down a single workstation/bench. A competent worker clears clutter, wipes surfaces, and disposes of waste in ~10 minutes.	35.0	Robots can sweep, wipe flat surfaces, and move common objects, but varied clutter, contextual judgment (what to keep vs. discard), and awkward tool/chemical handling reduce reliability significantly in unstructured work areas.
7166	53-6011.00	Raise drawbridges and observe passage of water traffic or lower drawbridges and raise automobile gates.	heavy machinery	10.0	One instance = one full raise/lower cycle for a vessel passage: lower gates, stop traffic, raise bridge, wait for vessel, lower bridge, reopen. Typically 8–12 minutes.	3.0	Requires operating a specialized control booth with custom panels, radio communication with vessel operators, monitoring multi-lane traffic, and coordinating safety gates — far beyond current humanoid generalization and tool-use capabilities.
7604	19-4051.02	Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.	inspection	45.0	One instance = setting up one radiation detection unit and running a calibration/accuracy test. A competent health physicist or rad tech typically takes 30–60 min per unit.	4.0	Requires precise cable routing, powering specialized instruments, interpreting calibration software, and using calibrated radiation sources — highly specialized tool-use and domain-specific perception far beyond current humanoid capability.
20692	53-3032.00	Inspect loads to ensure that cargo is secure.	inspection	5.0	One instance = inspecting a single loaded truck/trailer. A competent worker visually checks straps, blocks, and weight distribution in ~5 minutes.	20.0	Requires navigating around a loaded vehicle, visually assessing strap tension, weight balance, and tie-down integrity. Current robots lack reliable force-sensing, nuanced judgment on load security, and reliable locomotion around cluttered dock environments.
13485	45-4021.00	Appraise trees for certain characteristics, such as twist, rot, and heavy limb growth, and gauge amount and direction of lean, to determine how to control the direction of a tree's fall with the least damage.	inspection	8.0	One instance = appraising a single tree. A competent faller walks around the tree, checks trunk, limbs, lean, and rot, and forms a felling plan — typically 5–10 minutes.	4.0	Requires navigating uneven forest terrain, multi-modal 3D perception of subtle wood defects (rot, twist, lean), and integrating findings into a safe felling plan — well beyond current robot generalization and outdoor mobility limits.
20801	49-3051.00	Perform routine engine maintenance on motorboats, such as changing oil and filters.	vehicle operation	60.0	One instance = full routine maintenance session on one motorboat engine (oil drain, filter swap, inspection). A competent marine mechanic typically takes 45–75 minutes.	3.0	Requires working in cramped, wet, marine engine compartments; loosening corroded fittings; handling fluids; identifying boat-specific components. Beyond current humanoid dexterity, perception, and generalization in unstructured nautical environments.
13492	45-4021.00	Trim off the tops and limbs of trees, using chainsaws, delimbers, or axes.	forestry/tree work	20.0	One instance = topping/delimbing a single felled tree. A skilled logger using a chainsaw typically completes this in 10–30 minutes depending on tree size.	2.0	Requires operating a chainsaw or axe on irregular, heavy, outdoor terrain with unpredictable branch positions, significant forces, and serious safety hazards. No current humanoid robot can wield cutting tools at this scale reliably outdoors.
7159	53-6011.00	Clean and lubricate equipment, and make minor repairs and adjustments.	inspection	45.0	One instance = cleaning, lubricating, and making minor repairs/adjustments to one piece of equipment. A competent technician typically takes 30–60 minutes per unit.	10.0	Requires multi-step dexterity (applying lubricant, tightening fasteners, adjusting components), tool use, and diagnostic judgment across varied equipment types. Current robots lack reliable generalized tool use and repair reasoning for unstructured maintenance tasks.
20771	39-5092.00	Use rotary abrasive wheels to shape and smooth nails or artificial extensions.	manipulation	8.0	One instance = shaping and smoothing all nails on one hand using a rotary abrasive wheel. A skilled nail technician typically takes 6–10 minutes per hand.	2.0	Requires extreme fine dexterity, precise force control near delicate skin/tissue, real-time tactile feedback, and millimeter-level tool manipulation. Current humanoid robots lack the precision and safe compliance for this task.
13500	45-4021.00	Work as a member of a team, rotating between chain saw operation and skidder operation.	heavy machinery	45.0	One instance = one rotation shift segment (felling a tree with chainsaw then skidding it to landing). A competent logger cycles through both roles in ~45 min per tree.	2.0	Requires operating a chainsaw safely in unstructured forest terrain AND driving a skidder — both beyond current humanoid capability. Outdoor rough terrain, heavy machinery operation, and teamwork coordination all severely limit success.
20816	51-2011.00	Install mechanical linkages and actuators, using tensiometers to verify tension of cables.	assembly	45.0	One instance = installing a set of mechanical linkages/actuators and verifying cable tension on a single assembly (e.g., aircraft control surface, industrial machine). A competent mechanic typically takes 30–60 min.	4.0	Requires precise routing and fastening of cables/linkages, fine torque control, and correctly operating a tensiometer to read and verify tension — all demanding dexterity, tool-use generalization, and interpretive judgment far beyond current humanoid robot capability.
20804	49-3092.00	Diagnose and repair furnace or air conditioning systems.	inspection	90.0	One instance = diagnosing and repairing a single HVAC system fault. A competent technician typically spends 60–120 minutes on diagnosis, parts retrieval, and repair.	2.0	Requires reading diagnostic codes, using multimeters/manifold gauges, handling refrigerant, fine electrical work, and contextual fault reasoning. Far beyond current humanoid dexterity, tool-use, and unstructured reasoning capabilities.
20814	51-2011.00	Manually install structural assemblies or signal crane operators to position assemblies for joining.	assembly	45.0	One instance = positioning and securing a single structural assembly (e.g., a steel beam or panel) by hand or by signaling a crane operator until it is ready for joining.	4.0	Requires heavy-load handling, outdoor/elevated unstructured terrain, crane signaling communication, and high-precision structural alignment — all far beyond current humanoid robot capabilities. Safety constraints alone preclude autonomous deployment.
13363	45-2091.00	Spray fertilizer or pesticide solutions to control insects, fungus and weed growth, and diseases, using hand sprayers.	inspection	45.0	One instance = spraying a typical residential yard or garden plot (~1/4 acre) with a hand sprayer; a competent worker takes ~30–60 min including mixing and coverage.	8.0	Requires outdoor uneven terrain navigation, precise targeted spraying, chemical handling, nozzle control, and coverage judgment. Current humanoids lack outdoor agricultural dexterity, spray tool integration, and reliable terrain mobility for this task.
13366	45-2091.00	Drive trucks to haul crops, supplies, tools, or farm workers.	vehicle operation	45.0	One instance = one haul trip on a farm (loading, driving, unloading). Typical farm truck trip across fields or to a storage facility averages ~45 minutes.	3.0	Humanoid robots cannot drive trucks on public or farm roads. L4 AVs are narrow-domain systems, not general-purpose humanoids. Operating steering, pedals, and shifting in unstructured farm terrain is beyond 2026 frontier capability.
20677	49-9071.00	Provide groundskeeping services, such as landscaping or snow removal.	landscaping	120.0	One instance = maintaining grounds of a typical property (mowing, edging, trimming, raking) or one snow-removal event; ~2 hours for a competent groundskeeper.	8.0	Groundskeeping requires operating specialized outdoor equipment (mowers, snowblowers, plows), navigating varied terrain, and performing diverse tasks. Humanoids cannot drive/operate these vehicles; outdoor unstructured environments and heavy tools make autonomous completion extremely unlikely in 2026.
7656	27-2011.00	Tell jokes, perform comic dances, songs and skits, impersonate mannerisms and voices of others, contort face, and use other devices to amuse audiences.	performing arts / entertainment	45.0	One instance = a typical comedy performance set (jokes, songs, skits, impressions). A club/variety act typically runs 30–60 min; 45 min is a reasonable median.	2.0	Requires nuanced social perception, improvisation, comedic timing, facial expressiveness, voice acting, and audience interaction — all far beyond current robots. No humanoid can generate humor, read crowd reactions, or credibly impersonate voices/mannerisms.
20821	51-4031.00	Operate forklifts to deliver materials.	vehicle operation	20.0	One instance = one forklift delivery trip (pick up load, travel to destination, place load). Typical warehouse trip takes ~15–25 minutes for a competent operator.	4.0	Humanoid robots cannot operate forklifts in live warehouse environments. Forklift operation requires seated vehicle control, pedals, and levers — beyond current humanoid dexterity/mobility. Autonomous forklifts exist but are narrow, fixed-route systems, not general-purpose humanoids.
20761	37-3011.00	Operate vehicles or powered equipment, such as mowers, tractors, twin-axle vehicles, snow blowers, chainsaws, electric clippers, sod cutters, or pruning saws.	vehicle operation	45.0	One instance = one typical outdoor equipment operation session (e.g., mowing a standard lawn or clearing a path). Competent worker completes in ~45 min on average across equipment types.	4.0	Humanoid robots cannot operate ride-on mowers, tractors, chainsaws, or twin-axle vehicles autonomously in unstructured outdoor environments. Rough terrain, vehicle controls, and highly variable conditions are well beyond 2026 frontier capability.
7164	53-6011.00	Turn valves to increase or decrease water levels in locks.	manipulation	5.0	One instance = turning a valve to achieve the target water level in one lock chamber. A skilled lock operator adjusts the valve and monitors the level, typically taking ~5 minutes.	12.0	Lock valves are large, industrial, often non-standard mechanisms in wet/outdoor environments. Robot must locate, grasp, and apply sustained torque correctly, then monitor water level feedback — challenging perception, tool-use, and generalization for current humanoids.
20696	53-3032.00	Load or unload trucks or help others with loading or unloading, using special loading-related equipment or other equipment as necessary.	loading/unloading	45.0	One instance = loading or unloading one truck. A competent worker with equipment (pallet jack, forklift) typically takes 30–60 min depending on cargo volume.	20.0	Humanoids cannot operate forklifts or pallet jacks in traffic/loading docks. Manual unloading of varied, heavy, or awkwardly packed items is highly unstructured. Limited dexterity, payload capacity, and tool-use generalization drag success low.
7647	27-2011.00	Perform humorous and serious interpretations of emotions, actions, and situations, using body movements, facial expressions, and gestures.	manipulation	3.0	One instance = a single short performance (humorous or serious) of one emotion/action/situation, typically 1–5 minutes for a mime or actor.	3.0	Requires nuanced facial expressions, culturally legible gestures, comedic timing, and emotional authenticity — all far beyond current humanoid robots' expressive range, motor subtlety, and social intelligence.
20812	51-2011.00	Adjust, repair, rework, or replace parts or assemblies to ensure proper operation.	assembly	45.0	One instance = diagnosing and fixing a single faulty part or sub-assembly (e.g. a misaligned bracket, worn component, or failed fitting). A competent technician typically spends 30–60 min per unit.	8.0	Requires fault diagnosis, tool selection, fine dexterous manipulation, and judgment-driven rework across highly varied parts. Current humanoids lack the perception, force-feedback precision, and adaptive reasoning needed for unstructured repair tasks.
13484	45-4021.00	Stop saw engines, pull cutting bars from cuts, and run to safety as tree falls.	heavy machinery	1.5	One instance = stopping the saw, pulling the bar from the cut, and retreating to a safe zone during a single tree-felling event. A competent logger completes this in ~60–90 seconds.	3.0	Requires operating a running chainsaw (extreme tool hazard), rapid reactive locomotion over rough forest terrain, and real-time fall-trajectory prediction — all well beyond current humanoid robot capabilities. High injury/failure risk.
20789	47-2161.00	Cover surfaces such as windows, doors, or sidewalks to protect from splashing.	manipulation	20.0	One instance = covering surfaces (windows, doors, sidewalks) in a typical work area before a painting/sealing job; ~20 min to lay/tape plastic sheeting or drop cloths.	12.0	Requires handling large, floppy materials (plastic sheeting, drop cloths, tape), precise placement around irregular surfaces, and sustained bimanual coordination. Current robots struggle with deformable large sheets, tape application, and varied outdoor geometry.
20826	51-9012.00	Start agitators, shakers, conveyors, pumps, or centrifuge machines.	manipulation	3.0	One instance = starting a single machine (e.g., flipping switches, pressing buttons, turning dials, verifying startup). A competent worker completes this in ~3 minutes including a quick check.	25.0	Requires locating correct controls (buttons, switches, dials) on varied industrial equipment, fine manipulation, and reading panel labels. Perception and dexterity are improving but industrial control panels are highly varied and unstructured, limiting reliability.
13497	45-4021.00	Secure steel cables or chains to logs for dragging by tractors or for pulling by cable yarding systems.	manipulation	8.0	One instance = rigging one log with cables/chains. A skilled choker setter typically takes 5–12 minutes per log depending on terrain and log size.	2.0	Extremely unstructured outdoor terrain (slash, mud, steep slopes), heavy steel cables/chains require high force and dexterity, logs vary wildly in size/position, and safe rigging demands expert judgment. Far beyond current robot capability.
20815	51-2011.00	Place and connect control cables to electronically controlled units, using hand tools, ring locks, cotter keys, threaded connectors, turnbuckles, or related devices.	assembly	45.0	One instance = routing and securing a single control cable run to an electronically controlled unit, including fastening connectors, turnbuckles, cotter keys, etc. A skilled technician typically takes 30–60 min.	4.0	Requires fine dexterity for threading connectors, installing cotter keys, and adjusting turnbuckles in tight, variable spaces. Current humanoids lack the precision, force sensing, and tool-use generalization for reliable autonomous cable routing and mechanical fastening.
20817	51-2011.00	Install accessories in swaging machines, using hand tools.	assembly	15.0	One instance = installing one set of accessories (dies, tooling, guides) in a swaging machine. A skilled operator typically takes 10–20 minutes including alignment and hand-tool work.	6.0	Swaging machine accessory installation requires precise force-controlled torquing, tight-tolerance die alignment, and dexterous hand-tool use in constrained spaces. Current humanoids lack the fine dexterity, tool-handling precision, and domain-specific perception needed.
20727	17-2011.00	Diagnose performance problems by reviewing reports or documentation from customers or field engineers or by inspecting malfunctioning or damaged products.	inspection	60.0	One instance = reviewing one set of reports/documentation or inspecting one malfunctioning product to reach a diagnosis. A competent engineer typically takes 30–90 minutes per case.	3.0	Requires reading/interpreting complex technical documents, synthesizing customer feedback, and applying deep domain reasoning to diagnose faults. Current robots lack cognitive reasoning, language comprehension of nuanced technical reports, and diagnostic judgment — far beyond physical capability limits.
13412	45-2093.00	Examine animals to detect illness, injury, or disease, and to check physical characteristics, such as rate of weight gain.	inspection	15.0	One instance = examining one animal. A competent vet/farmer checks vitals, body condition, and behavioral cues in ~10–20 minutes per animal.	6.0	Requires nuanced multi-modal assessment (palpation, visual inspection, behavioral interpretation, auscultation) on an uncooperative, moving animal. Current robots lack veterinary sensing suites, safe animal-handling dexterity, and clinical judgment to meet acceptable quality standards.
20765	39-3031.00	Clean facilities.	cleaning	45.0	One instance = cleaning a single facility area (e.g., restroom, hallway, or office floor). A competent janitor typically takes ~45 min per area including sweeping, mopping, wiping, and restocking.	30.0	Robots can sweep/mop flat floors reasonably well, but struggle with restrooms (toilet scrubbing, restocking), unstructured clutter, varied surfaces, and multi-step sequences across a full facility area without human intervention.
20682	51-9023.00	Mix or blend ingredients by starting machines and mixing for specified times.	food prep	8.0	One instance = one mixing/blending batch. Human loads ingredients, starts machine, monitors, and stops it. Typical industrial or kitchen batch takes ~5–10 minutes total.	25.0	Robot must measure/load varied ingredients, operate machine controls, and monitor consistency. Perception of blend completion and handling of diverse ingredient types/containers limits reliability. Generalization across machine types is weak.
7514	19-1042.00	Follow strict safety procedures when handling toxic materials to avoid contamination.	inspection	20.0	One instance = handling a single toxic material sample or container following full safety protocol: donning PPE, handling, decontaminating, and documenting. Typical duration ~20 min.	10.0	Requires donning specialized PPE, fine dexterous manipulation of hazardous containers, leak detection, decontamination procedures, and strict protocol adherence. Current robots lack reliable dexterity, safety-critical judgment, and PPE self-donning capability.
20754	27-1026.00	Assemble or set up displays, furniture, or products in store space, using colors, lights, pictures, or other accessories to display the product.	assembly	90.0	One instance = setting up a single retail display or furniture arrangement in a store section. A competent visual merchandiser typically spends 60–120 minutes per display setup.	4.0	Requires creative aesthetic judgment, complex multi-step assembly of varied furniture/props, manipulation of lights and décor accessories, and spatial design reasoning. Far beyond current robot generalization, dexterity, and planning capabilities in unstructured retail environments.
20769	39-5092.00	Prepare nail cuticles with water and oil, using cuticle knives to push back cuticles and scissors or nippers to trim cuticles.	caregiving	10.0	One instance = preparing cuticles on both hands for one client. A skilled nail technician spends ~8–12 minutes soaking, pushing back, and trimming all ten cuticles.	2.0	Requires extreme sub-millimeter precision with sharp tools on delicate living tissue. Current humanoid robots lack the fine dexterity, tactile feedback, and safety control needed; risk of injury is prohibitively high.
13523	47-2081.00	Install metal lath where plaster applications will be exposed to weather or water, or for curved or irregular surfaces.	assembly	45.0	One instance = installing metal lath on one standard wall section (~30–50 sq ft). A skilled plasterer cuts, fits, and fastens lath in ~45 minutes including layout and securing.	5.0	Requires cutting and bending sharp metal mesh, precise fastening into varied substrates, navigating irregular/curved surfaces, and outdoor/wet conditions. Far beyond current humanoid dexterity, tool-use, and generalization capabilities.
7603	19-4051.02	Collect samples of air, water, gases, or solids to determine radioactivity levels of contamination.	inspection	45.0	One instance = collecting a full set of samples (air, water, gas, or solid) at a single site. A competent technician spends ~30–60 min setting up equipment, collecting, labeling, and packaging samples.	8.0	Requires specialized sampling tools (air pumps, swabs, water samplers), precise handling of contaminated materials, strict labeling/chain-of-custody protocols, and navigation in potentially hazardous/unstructured environments. Current humanoids lack the specialized end-effectors, tool-use generalization, and safety compliance needed.
13501	45-4021.00	Place supporting limbs or poles under felled trees to avoid splitting undersides, and to prevent logs from rolling.	manipulation	15.0	One instance = positioning supports/poles under one felled tree. A skilled logger scouts, cuts/gathers limbs or poles, and places them under the log in ~10–20 min.	4.0	Requires outdoor unstructured terrain navigation, heavy/awkward object handling (large poles/limbs), precise placement under a large log, and situational judgment. Far beyond current humanoid capability in a logging environment.
20808	49-9061.00	Install electrical assemblies and wiring in aircraft camera housings and memory cards or film in cameras, following blueprints and using hand tools and soldering equipment.	assembly	45.0	One instance = wiring one aircraft camera housing and loading media (card/film). A skilled avionics technician typically takes 30–60 min per unit following blueprints.	3.0	Requires fine-dexterity soldering, reading blueprints, routing wires in tight aerospace housings, and media insertion — all in high-precision, safety-critical context. Far beyond current humanoid capability at acceptable quality.
20731	17-2071.00	Inspect completed installations and observe operations to ensure conformance to design and equipment specifications and compliance with operational, safety, or environmental standards.	inspection	60.0	One inspection instance covers a completed installation site or operational review; a competent inspector typically spends ~1 hour per site/unit checking specs, safety, and compliance.	8.0	Requires expert-level judgment on multi-domain standards (design specs, safety codes, environmental regs), cross-referencing documentation, interpreting anomalies, and making compliance decisions — far beyond current robot perception and reasoning generalization.
7649	27-2011.00	Portray and interpret roles, using speech, gestures, and body movements, to entertain, inform, or instruct radio, film, television, or live audiences.	caregiving	120.0	One instance = a single scene or performance segment. A typical film/TV scene or live stage act runs ~5–120 min; median ~2 hours including prep, blocking, and delivery.	2.0	Acting requires nuanced emotional expression, improvisation, vocal modulation, and authentic human presence. Current humanoids lack expressive faces, naturalistic speech, emotional intelligence, and the creative generalization needed for audience-acceptable performance.
767	43-6012.00	Make photocopies of correspondence, documents, and other printed matter.	manipulation	3.0	One instance = copying a single document (1–5 pages): place on glass or feed tray, select settings, retrieve copies. Typically 2–4 minutes for a competent office worker.	12.0	Requires fine paper handling, precise placement on copier glass, navigating copier UI/buttons, and retrieving output without jamming or misalignment. Current humanoids lack reliable dexterous paper manipulation and copier UI interaction.
13424	45-2093.00	Segregate animals according to weight, age, color, and physical condition.	inspection	3.0	One instance = sorting one animal into the correct group. A trained handler visually assesses and physically guides one animal in ~2–4 minutes.	8.0	Requires outdoor/farm mobility, live-animal handling (unpredictable movement), multi-modal assessment (weight via scale, visual color/condition scoring), and herding dexterity — well beyond current humanoid capabilities.
