task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
13620	47-3014.00	Place articles to be stripped into stripping tanks.	manipulation	3.0	One instance = placing a single article (e.g., a metal part) into a stripping tank. A worker picks, positions, and submerges the item in ~3 minutes including handling and positioning.	35.0	Pick-and-place of industrial parts is feasible, but chemical tank environments are hazardous and unstructured. Variable part shapes, wet/slippery surfaces, precise submersion placement, and safety constraints around corrosive chemicals reduce reliability significantly.
14186	51-6064.00	Inspect products to verify that they meet specifications and to determine whether machine adjustment is needed.	inspection	3.0	One instance = inspecting a single product/batch at a workstation. A competent worker visually checks, measures, and judges conformance in ~2–5 minutes.	25.0	Vision-based defect detection is mature, but combining perception, measurement tool use, judgment on spec conformance, AND deciding on machine adjustment requires multi-step generalization. Current humanoids lack reliable fine-measurement tool handling and contextual machine-adjustment decisions.
14217	51-6091.00	Open cabinet doors to cut multifilament threadlines away from guides, using scissors.	manipulation	3.0	One instance = opening a cabinet, locating threadlines across guides, and cutting them free. A skilled textile worker completes this in ~2–4 minutes.	8.0	Requires opening a cabinet door (moderate), then identifying and cutting fine multifilament threadlines from small guides with scissors — extremely fine dexterity, precise perception of thin fibers, and tool-use in a confined space far exceeds 2026 robot capability.
14988	49-9064.00	Demagnetize mechanisms, using demagnetizing machines.	manipulation	3.0	One instance = demagnetizing a single mechanism. A worker picks up the part, passes it through/over the demagnetizer, and verifies. Typically takes 1–5 minutes.	35.0	Robot can grasp and move parts, but operating a specific demagnetizer (switches, positioning protocol, verification) requires tool-use generalization and precise part handling. No reliable feedback loop for magnetization verification.
2231	35-3011.00	Mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.	food prep	3.0	One instance = one cocktail or drink order. A competent bartender measures, combines, shakes/stirs, and pours a drink in ~2–4 minutes.	12.0	Requires precise liquid measurement, pouring control, shaker handling, and generalization across many recipes. Current humanoids lack the fine dexterity, grip compliance, and fluid-handling precision needed for consistent, quality results.
22496	25-9043.00	Laminate teaching materials to increase their durability under repeated use.	manipulation	3.0	One instance = one document/sheet. Inserting into pouch, feeding through laminator, trimming edges takes ~3 min for a competent worker.	12.0	Requires precise flat-surface alignment of thin paper into a laminating pouch, operating a specific appliance, and trimming. Fine paper handling and thin-sheet dexterity remain challenging; machine operation and sequencing add further difficulty for current humanoids.
2291	35-3031.00	Garnish and decorate dishes in preparation for serving.	food prep	3.0	One instance = garnishing and decorating one plated dish before service. A skilled line cook typically takes 1–5 minutes per plate depending on complexity.	4.0	Requires extreme fine dexterity (placing micro-herbs, sauce drizzles, precise arrangement), aesthetic judgment, and delicate force control. Current humanoids lack the precision, visual creativity, and gentle touch needed for acceptable plating quality.
23876	53-7065.00	Examine and inspect stock items for wear or defects, reporting any damage to supervisors.	inspection	3.0	One instance = inspecting a single stock item. A competent worker visually and physically checks one item for wear/defects and notes findings in ~3 minutes.	18.0	Vision-based defect detection is improving but generalizing across varied item types, subtle wear patterns, and unstructured stock environments is unreliable. Reporting to supervisors adds communication/social complexity beyond current robot capability.
4961	51-9051.00	Weigh or measure specified amounts of ingredients or materials for processing, using devices such as scales and calipers.	manipulation	3.0	One instance = measuring a single specified ingredient/material. A competent worker reads the spec, selects the container, places it on a scale or uses calipers, and records or transfers the result in ~3 minutes.	30.0	Robots can pick objects and read digital scales via vision, but reliably scooping/pouring precise amounts, zeroing a tare, and handling varied containers and materials (powders, liquids, small parts) with caliper-level dexterity remains inconsistent on frontier humanoids.
8255	47-2042.00	Inspect surface to be covered to ensure that it is firm and dry.	inspection	3.0	One instance = inspecting one surface (e.g., a wall or floor section) before covering. A competent worker visually checks and touches the surface in ~3 minutes.	30.0	Robots can visually scan surfaces and detect obvious wetness or instability, but reliably assessing firmness and subtle moisture (e.g., damp drywall, soft substrate) requires nuanced tactile and multimodal sensing beyond current frontier robot capability.
8331	49-3022.00	Hold cut or uneven edges of glass against automated abrasive belts to shape or smooth edges.	manipulation	3.0	One instance = grinding/smoothing the edges of a single glass piece. A skilled worker typically spends ~2–4 minutes per piece feeding and guiding it against the abrasive belt.	12.0	Requires precise force-controlled manipulation of a fragile, irregular glass piece against a moving belt. Glass is brittle and hard to grip safely; edge irregularities demand adaptive tactile feedback current robots lack. High breakage risk.
8804	51-3022.00	Weigh meats and tag containers for weight and contents.	food prep	3.0	One instance = weighing a single meat container, reading the scale, and attaching a label with weight/contents. A competent worker does this in ~2–4 minutes.	12.0	Requires picking up varied meat containers, placing on scale, reading the display, printing/writing a label, and affixing it accurately. Multi-step perception, fine dexterity, and tool-use chain is beyond reliable 2026 robot capability in unstructured settings.
